Feature,Feature type,Statistic,Control,Case,Difference,Difference unit,Mean |SHAP|,Mean SHAP,Description,Species,Protein,Library,Feature_role,Repeated-run mean |SHAP|,Run SD |SHAP|,Non-zero SHAP runs (%),Selection frequency (%),Top-k frequency rank,Top-k SHAP appearances,Top-k SHAP opportunities,Top-k SHAP frequency (%),Mean rank when in top K,Ranking top K,Displayed,Feature ranking method
corona2_noise_29,peptide,Prevalence (%),60.0,53.333333333333336,-6.666666666666664,percentage points,0.0,0.0,Synthetic background peptide 29,Mock bacterium beta,Mock protein 29,Corona2,noise,0.0,0.0,0.0,0.0,36,0,1,0.0,,30,False,mean-abs-shap
agilent_noise_42,peptide,Prevalence (%),33.33333333333333,53.333333333333336,20.000000000000007,percentage points,0.0,0.0,Synthetic background peptide 42,Mock virus gamma,Mock protein 42,Agilent,noise,0.0,0.0,0.0,0.0,27,0,1,0.0,,30,False,mean-abs-shap
twist_noise_43,peptide,Prevalence (%),53.333333333333336,46.666666666666664,-6.666666666666671,percentage points,0.0,0.0,Synthetic background peptide 43,Mock fungus delta,Mock protein 43,Twist,noise,0.0,0.0,0.0,0.0,53,0,1,0.0,,30,False,mean-abs-shap
corona2_noise_44,peptide,Prevalence (%),40.0,33.33333333333333,-6.666666666666671,percentage points,0.0,0.0,Synthetic background peptide 44,Mock virus alpha,Mock protein 44,Corona2,noise,0.0,0.0,0.0,0.0,39,0,1,0.0,,30,False,mean-abs-shap
agilent_noise_45,peptide,Prevalence (%),46.666666666666664,46.666666666666664,0.0,percentage points,0.0,0.0,Synthetic background peptide 45,Mock bacterium beta,Mock protein 45,Agilent,noise,0.0,0.0,0.0,0.0,28,0,1,0.0,,30,False,mean-abs-shap
twist_noise_46,peptide,Prevalence (%),80.0,66.66666666666666,-13.333333333333343,percentage points,0.0,0.0,Synthetic background peptide 46,Mock virus gamma,Mock protein 46,Twist,noise,0.0,0.0,0.0,0.0,54,0,1,0.0,,30,False,mean-abs-shap
corona2_noise_47,peptide,Prevalence (%),40.0,33.33333333333333,-6.666666666666671,percentage points,0.0,0.0,Synthetic background peptide 47,Mock fungus delta,Mock protein 47,Corona2,noise,0.0,0.0,0.0,0.0,40,0,1,0.0,,30,False,mean-abs-shap
agilent_noise_30,peptide,Prevalence (%),46.666666666666664,53.333333333333336,6.666666666666671,percentage points,0.0,0.0,Synthetic background peptide 30,Mock virus gamma,Mock protein 30,Agilent,noise,0.0,0.0,0.0,0.0,24,0,1,0.0,,30,False,mean-abs-shap
corona2_noise_26,peptide,Prevalence (%),60.0,66.66666666666666,6.666666666666657,percentage points,0.0,0.0,Synthetic background peptide 26,Mock virus gamma,Mock protein 26,Corona2,noise,0.0,0.0,0.0,0.0,35,0,1,0.0,,30,False,mean-abs-shap
twist_noise_28,peptide,Prevalence (%),40.0,40.0,0.0,percentage points,0.0,0.0,Synthetic background peptide 28,Mock virus alpha,Mock protein 28,Twist,noise,0.0,0.0,0.0,0.0,49,0,1,0.0,,30,False,mean-abs-shap
corona2_noise_14,peptide,Prevalence (%),40.0,40.0,0.0,percentage points,0.0,0.0,Synthetic background peptide 14,Mock virus gamma,Mock protein 14,Corona2,noise,0.0,0.0,0.0,0.0,32,0,1,0.0,,30,False,mean-abs-shap
agilent_noise_03,peptide,Prevalence (%),33.33333333333333,46.666666666666664,13.333333333333336,percentage points,0.0,0.0,Synthetic background peptide 03,Mock fungus delta,Mock protein 03,Agilent,noise,0.0,0.0,0.0,0.0,16,0,1,0.0,,30,True,mean-abs-shap
twist_noise_04,peptide,Prevalence (%),40.0,66.66666666666666,26.666666666666657,percentage points,0.0,0.0,Synthetic background peptide 04,Mock virus alpha,Mock protein 04,Twist,noise,0.0,0.0,0.0,0.0,42,0,1,0.0,,30,True,mean-abs-shap
corona2_noise_05,peptide,Prevalence (%),53.333333333333336,40.0,-13.333333333333336,percentage points,0.0,0.0,Synthetic background peptide 05,Mock bacterium beta,Mock protein 05,Corona2,noise,0.0,0.0,0.0,0.0,29,0,1,0.0,,30,True,mean-abs-shap
agilent_noise_06,peptide,Prevalence (%),53.333333333333336,60.0,6.666666666666664,percentage points,0.0,0.0,Synthetic background peptide 06,Mock virus gamma,Mock protein 06,Agilent,noise,0.0,0.0,0.0,0.0,17,0,1,0.0,,30,True,mean-abs-shap
twist_noise_07,peptide,Prevalence (%),46.666666666666664,60.0,13.333333333333336,percentage points,0.0,0.0,Synthetic background peptide 07,Mock fungus delta,Mock protein 07,Twist,noise,0.0,0.0,0.0,0.0,43,0,1,0.0,,30,False,mean-abs-shap
corona2_noise_08,peptide,Prevalence (%),66.66666666666666,53.333333333333336,-13.333333333333321,percentage points,0.0,0.0,Synthetic background peptide 08,Mock virus alpha,Mock protein 08,Corona2,noise,0.0,0.0,0.0,0.0,30,0,1,0.0,,30,False,mean-abs-shap
twist_noise_10,peptide,Prevalence (%),60.0,46.666666666666664,-13.333333333333336,percentage points,0.0,0.0,Synthetic background peptide 10,Mock virus gamma,Mock protein 10,Twist,noise,0.0,0.0,0.0,0.0,44,0,1,0.0,,30,False,mean-abs-shap
corona2_noise_11,peptide,Prevalence (%),40.0,40.0,0.0,percentage points,0.0,0.0,Synthetic background peptide 11,Mock fungus delta,Mock protein 11,Corona2,noise,0.0,0.0,0.0,0.0,31,0,1,0.0,,30,False,mean-abs-shap
agilent_noise_12,peptide,Prevalence (%),46.666666666666664,46.666666666666664,0.0,percentage points,0.0,0.0,Synthetic background peptide 12,Mock virus alpha,Mock protein 12,Agilent,noise,0.0,0.0,0.0,0.0,18,0,1,0.0,,30,False,mean-abs-shap
agilent_noise_15,peptide,Prevalence (%),40.0,66.66666666666666,26.666666666666657,percentage points,0.0,0.0,Synthetic background peptide 15,Mock fungus delta,Mock protein 15,Agilent,noise,0.0,0.0,0.0,0.0,19,0,1,0.0,,30,False,mean-abs-shap
agilent_noise_27,peptide,Prevalence (%),60.0,53.333333333333336,-6.666666666666664,percentage points,0.0,0.0,Synthetic background peptide 27,Mock fungus delta,Mock protein 27,Agilent,noise,0.0,0.0,0.0,0.0,23,0,1,0.0,,30,False,mean-abs-shap
twist_noise_16,peptide,Prevalence (%),53.333333333333336,53.333333333333336,0.0,percentage points,0.0,0.0,Synthetic background peptide 16,Mock virus alpha,Mock protein 16,Twist,noise,0.0,0.0,0.0,0.0,45,0,1,0.0,,30,False,mean-abs-shap
agilent_noise_18,peptide,Prevalence (%),46.666666666666664,40.0,-6.666666666666664,percentage points,0.0,0.0,Synthetic background peptide 18,Mock virus gamma,Mock protein 18,Agilent,noise,0.0,0.0,0.0,0.0,20,0,1,0.0,,30,False,mean-abs-shap
twist_noise_19,peptide,Prevalence (%),33.33333333333333,46.666666666666664,13.333333333333336,percentage points,0.0,0.0,Synthetic background peptide 19,Mock fungus delta,Mock protein 19,Twist,noise,0.0,0.0,0.0,0.0,46,0,1,0.0,,30,False,mean-abs-shap
corona2_noise_20,peptide,Prevalence (%),66.66666666666666,53.333333333333336,-13.333333333333321,percentage points,0.0,0.0,Synthetic background peptide 20,Mock virus alpha,Mock protein 20,Corona2,noise,0.0,0.0,0.0,0.0,33,0,1,0.0,,30,False,mean-abs-shap
agilent_noise_21,peptide,Prevalence (%),53.333333333333336,46.666666666666664,-6.666666666666671,percentage points,0.0,0.0,Synthetic background peptide 21,Mock bacterium beta,Mock protein 21,Agilent,noise,0.0,0.0,0.0,0.0,21,0,1,0.0,,30,False,mean-abs-shap
twist_noise_22,peptide,Prevalence (%),40.0,40.0,0.0,percentage points,0.0,0.0,Synthetic background peptide 22,Mock virus gamma,Mock protein 22,Twist,noise,0.0,0.0,0.0,0.0,47,0,1,0.0,,30,False,mean-abs-shap
corona2_noise_23,peptide,Prevalence (%),53.333333333333336,40.0,-13.333333333333336,percentage points,0.0,0.0,Synthetic background peptide 23,Mock fungus delta,Mock protein 23,Corona2,noise,0.0,0.0,0.0,0.0,34,0,1,0.0,,30,False,mean-abs-shap
agilent_noise_24,peptide,Prevalence (%),46.666666666666664,60.0,13.333333333333336,percentage points,0.0,0.0,Synthetic background peptide 24,Mock virus alpha,Mock protein 24,Agilent,noise,0.0,0.0,0.0,0.0,22,0,1,0.0,,30,False,mean-abs-shap
agilent_noise_00,peptide,Prevalence (%),46.666666666666664,60.0,13.333333333333336,percentage points,0.0,0.0,Synthetic background peptide 00,Mock virus alpha,Mock protein 00,Agilent,noise,0.0,0.0,0.0,0.0,15,0,1,0.0,,30,True,mean-abs-shap
twist_noise_25,peptide,Prevalence (%),40.0,53.333333333333336,13.333333333333336,percentage points,0.0,0.0,Synthetic background peptide 25,Mock bacterium beta,Mock protein 25,Twist,noise,0.0,0.0,0.0,0.0,48,0,1,0.0,,30,False,mean-abs-shap
